@relation 'trainingset-weka.filters.unsupervised.attribute.NumericToNominal-R65_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '0.237Att No :36+0.235Att No :28-0.23Att No :30+0.227Att No :27-0.227Att No :38...' numeric
@attribute '0.294Att No :59+0.286Att No :3-0.284Att No :5-0.259Att No :29-0.256Att No :13...' numeric
@attribute '0.37 Att No :62+0.326Att No :54+0.323Att No :63+0.319Att No :61-0.283Att No :4...' numeric
@attribute '-0.333Att No :58-0.293Att No :2+0.27 Att No :16+0.27 Att No :24-0.261Att No :49...' numeric
@attribute '0.403Att No :24+0.403Att No :16+0.235Att No :17+0.216Att No :9-0.204Att No :34...' numeric
@attribute '-0.381Att No :26-0.286Att No :24-0.286Att No :16-0.272Att No :52-0.27Att No :34...' numeric
@attribute '-0.472Att No :9-0.465Att No :1+0.29 Att No :24+0.29 Att No :16-0.234Att No :17...' numeric
@attribute '0.397Att No :14+0.355Att No :6-0.286Att No :52+0.271Att No :1+0.232Att No :54...' numeric
@attribute '-0.333Att No :18-0.319Att No :11-0.286Att No :25+0.274Att No :34-0.261Att No :4...' numeric
@attribute '0.456Att No :26-0.248Att No :60+0.243Att No :34+0.228Att No :18-0.224Att No :11...' numeric
@attribute '-0.394Att No :1+0.36 Att No :49+0.283Att No :46+0.271Att No :12+0.237Att No :41...' numeric
@attribute '-0.406Att No :60-0.338Att No :4+0.323Att No :57+0.289Att No :6-0.225Att No :49...' numeric
@attribute '0.82 Att No :57+0.24 Att No :4-0.239Att No :2+0.176Att No :55-0.174Att No :58...' numeric
@attribute '-0.313Att No :60+0.279Att No :49+0.255Att No :12-0.218Att No :61+0.216Att No :33...' numeric
@attribute '0.371Att No :55-0.348Att No :60-0.304Att No :1+0.274Att No :17-0.26Att No :26...' numeric
@attribute '0.352Att No :11+0.314Att No :49+0.311Att No :1-0.294Att No :33-0.294Att No :25...' numeric
@attribute '0.555Att No :52-0.285Att No :3+0.24 Att No :51-0.197Att No :20-0.193Att No :37...' numeric
@attribute '0.576Att No :49-0.348Att No :33-0.307Att No :12-0.284Att No :41-0.185Att No :1...' numeric
@attribute '0.525Att No :55-0.349Att No :63-0.231Att No :61+0.206Att No :21-0.196Att No :62...' numeric
@attribute '0.404Att No :63+0.334Att No :25+0.323Att No :21-0.245Att No :53+0.24 Att No :13...' numeric
@attribute '0.395Att No :60-0.389Att No :4-0.291Att No :54-0.23Att No :46+0.229Att No :42...' numeric
@attribute '-0.492Att No :6+0.422Att No :22+0.33 Att No :19+0.235Att No :13-0.221Att No :4...' numeric
@attribute '0.367Att No :12-0.343Att No :33-0.329Att No :41+0.327Att No :63-0.241Att No :11...' numeric
@attribute '0.512Att No :9+0.298Att No :13-0.29Att No :1-0.246Att No :37+0.24 Att No :6...' numeric
@attribute '-0.335Att No :25+0.293Att No :14-0.272Att No :53-0.26Att No :3+0.259Att No :4...' numeric
@attribute 'Att No :64' {0,1}

@data
-3.503589,1.676015,0.074053,-0.563902,-0.794401,-0.840663,0.022305,-1.418377,1.360476,0.689367,1.218696,1.802161,-1.177929,1.767305,-0.209132,-0.232434,0.754729,-1.047598,0.142991,0.30551,0.443072,-0.866794,-0.603042,-0.249654,-0.158492,0
-4.434124,1.158204,-0.114335,-0.869057,-0.018192,0.356437,0.144637,-0.859988,-0.31192,0.098341,0.340804,-1.01998,-0.248974,-0.220274,-0.214674,0.579708,1.181277,0.529988,0.358763,-0.077675,-0.103856,-1.060992,0.549345,0.611638,-0.008191,0
-3.920029,0.493115,-1.21971,-1.82947,-0.893578,-1.347007,0.459847,-0.58923,0.398551,-0.294593,0.479626,-1.248939,0.217394,1.778854,-0.114129,0.737754,0.251601,0.491437,-0.131698,0.757423,-0.067119,-0.292519,-0.651806,0.591079,-0.369473,0
-5.357037,1.581487,-1.825993,-2.996808,0.999317,-1.187074,-1.51589,-2.077888,0.806215,-0.302983,3.528699,-0.732072,-0.933823,2.59412,0.461109,1.603294,0.340594,2.005993,0.102227,0.823347,-0.128626,-1.234686,0.746678,0.035302,0.410517,0
-3.568429,0.40182,0.951636,-1.141526,-0.261321,0.278074,1.637237,0.348902,0.433172,1.303982,-1.301211,0.26223,-0.509878,-0.469241,-0.192923,-0.130859,1.690151,-0.215274,0.735784,1.002915,0.429547,0.19388,-0.934272,0.747566,-0.67456,0
-2.957478,1.244609,-2.114425,-1.860551,0.038813,-1.362036,-0.205207,-1.641678,0.554829,0.103254,0.638735,0.909136,-1.033112,1.424542,0.483378,0.138821,0.98983,1.018908,0.728281,0.654348,-0.007073,0.347553,0.819165,-0.356197,-0.394731,0
-4.293305,1.305715,-0.69835,-0.562143,0.937824,-0.602776,-1.526811,-1.211222,0.481259,0.336291,0.016984,1.467839,-0.900556,1.685646,0.61979,-1.039876,0.906259,-1.577801,-0.287159,-0.212661,-0.517592,0.490528,0.150018,1.749566,0.169124,0
-3.78871,0.852674,-1.263465,-1.105566,0.552489,-0.246132,0.618871,-0.635792,0.2129,1.602723,-0.710115,0.663829,-0.456459,1.043764,1.320439,-1.296672,1.748313,-0.851729,0.010769,0.04931,0.022359,-0.345085,1.26941,-0.388672,-0.480602,0
-3.747669,1.817003,-0.596276,-0.724341,0.046539,-1.046397,-1.364455,-1.604952,1.081974,-0.125356,1.019923,1.189827,-1.155737,1.01514,0.128103,-0.618444,0.025897,-0.253884,0.142103,0.148848,0.533595,-0.685414,0.104951,0.060029,0.122054,0
-1.611025,2.458888,-0.399919,0.78672,-2.666179,-1.156694,0.587887,0.80328,0.742057,0.154016,0.944486,-0.004123,-0.257697,-0.046945,-1.427806,0.574766,0.831199,0.826232,0.309852,-0.334212,-0.410846,-0.482459,0.200684,0.450071,0.457105,0
-4.447066,-0.146746,-1.178553,-1.930778,-0.722971,-1.899436,0.295289,-0.047759,-0.851483,-0.917441,-0.285005,-0.790253,0.18928,-0.469239,0.418362,-0.062257,0.742212,-0.559523,-0.313989,-0.187904,-0.276514,-0.391095,-0.388008,-0.220475,-0.61465,0
5.100484,-0.071898,-1.13378,1.127059,-0.164283,0.209601,-0.58826,-0.507977,-1.254005,0.125597,0.294309,-1.310305,0.45836,0.489374,-0.761887,-0.96792,-0.017873,0.434383,0.093149,0.365678,-0.648909,0.155238,0.424675,-0.031869,-1.452435,1
4.233741,-5.071494,0.43615,-0.227651,-0.406025,-0.022865,-0.502656,-0.293707,1.238297,0.543484,0.006025,-1.974624,0.377183,-0.433273,-0.092996,-0.267672,0.335618,-0.430055,-0.467867,-0.623497,0.021175,-0.035569,0.152842,0.21123,0.482016,1
3.90669,-5.583024,0.891412,0.16973,0.195556,-0.662506,-0.955278,-0.566222,-0.371151,0.630695,0.241926,-1.389131,0.327659,-0.450891,0.223191,-0.413247,0.105634,0.484275,-0.086321,-0.058351,-1.037524,-0.478213,0.705852,-0.329195,-0.687787,1
3.637029,-3.615176,0.326538,0.586454,-0.283999,1.097117,-0.585459,-1.261787,1.38981,1.339879,0.012124,-2.413632,0.204526,0.298115,-1.034908,-1.177506,-0.021682,-0.738948,0.50614,-0.05086,0.555025,0.022788,0.116827,0.26617,1.017936,1
3.825403,-3.571442,0.303064,1.084611,0.584457,0.795382,-0.812292,-1.95199,-0.876864,1.327697,0.154343,-1.324266,-0.093507,0.960746,-0.757981,-0.343547,0.226578,-0.162482,1.035612,0.770124,-0.1484,0.372242,0.973759,0.154505,-0.275856,1
3.664537,-4.886512,0.270766,0.205962,0.261072,-0.13377,-0.494952,-0.812379,-0.264004,1.907145,0.206598,-1.107819,-0.210453,0.475038,-0.50855,0.159779,0.067886,-0.541889,0.590677,0.334912,0.036462,0.086422,-0.272394,0.372675,1.087601,1
4.098423,-2.79655,0.041392,1.122299,0.49105,0.418269,-0.568549,-1.504758,-1.355681,2.133808,0.127344,-1.057139,0.106241,1.407798,-0.543621,0.705975,0.3116,-0.306295,0.384459,-0.155701,-0.018824,0.177475,0.092716,0.142934,0.783286,1
4.212354,-4.876597,0.088901,0.748297,0.83736,-0.078809,-1.269974,-0.411816,-0.527815,1.022378,0.846194,-0.669638,-0.274305,-0.996027,0.084341,-0.480529,0.714005,0.804503,0.497731,0.567094,-0.133432,0.604703,0.312869,-0.400899,0.143267,1
4.615734,-2.404936,-1.309541,0.881126,0.494005,1.222656,-0.894975,-0.770895,0.392207,1.401335,0.404327,-1.759117,0.471636,0.761388,0.011135,-1.447876,0.350505,0.000358,0.629023,1.03436,-0.533156,0.464337,0.383982,-0.256413,0.570362,1
4.054645,-4.066126,-0.461469,-0.086597,0.143957,0.928419,-0.247077,-0.84836,1.400586,0.786058,-0.409959,-1.246829,-0.037439,0.176178,-0.438147,-0.585081,0.014942,-0.197539,0.835231,0.317583,-0.018464,0.245506,0.112533,0.258948,1.39475,1
4.653696,-0.332993,-1.492313,1.419311,0.226565,0.241027,-0.877096,-0.408533,-1.407108,1.460205,0.451362,-1.978688,0.732684,1.268254,-0.594765,-1.879141,-0.736895,0.171002,0.298648,0.72758,-0.423651,-0.003141,-0.005897,-0.690185,-0.429552,1
4.234623,2.614974,-2.792714,0.483927,-0.795207,-0.067219,0.247908,0.740541,-0.195771,0.861365,-0.275487,-1.091102,0.578818,1.13602,-0.452657,-0.932012,-0.310921,-0.348628,-0.423748,0.034389,0.480854,-0.370437,-1.046789,-0.098311,0.630487,1
3.612166,-5.226825,0.993289,-0.323563,0.002936,1.201103,-0.264513,-1.225139,3.515109,1.679199,-0.172707,-0.874314,-0.262129,-0.160557,0.133741,-0.383226,0.66146,-0.400639,0.049287,-0.233654,0.229407,0.63064,-0.138051,0.002803,0.556658,1
1.009699,-8.719592,2.225727,-1.468439,1.470314,0.351504,1.687845,2.317181,-0.363974,-0.57004,0.157448,1.678999,-0.848373,1.113105,-1.842208,-1.273644,-0.178538,0.284186,0.5757,-0.201999,-0.076198,0.406637,0.96572,0.105704,-1.456141,1
2.743336,-7.364937,0.721648,-2.094251,0.560706,-0.152554,0.592706,1.398143,2.2691,0.818878,-0.059777,-0.225289,-0.293266,0.802526,-0.351147,-1.909611,0.223184,-0.808986,0.030216,-0.003545,0.973116,-0.777839,-0.839028,0.222081,0.933237,1
2.15659,-7.183511,1.901819,-1.849608,1.361666,1.027118,1.439569,1.415494,2.362832,1.347201,-0.864582,0.60544,-0.386317,0.20928,-0.2623,-1.102491,-0.124658,0.303521,-0.29528,0.177574,0.184575,0.609707,-0.393353,-0.576362,0.37398,1
2.024298,-7.972578,1.594867,-0.697991,-0.100526,-0.501936,0.162072,2.500284,-0.99857,-1.955658,1.227458,-0.802427,0.186636,-0.096211,-2.009942,-1.702944,0.424109,0.152943,0.536814,-0.461396,-0.503568,-0.371232,0.701788,0.223205,0.140243,1
0.674271,-6.995605,1.094169,-0.60269,-0.164703,0.925088,1.17975,1.334762,1.474485,0.055169,0.064342,-0.998041,0.321166,0.51037,-1.686505,-0.973873,-0.550699,-0.369497,-0.651959,-0.985963,-0.778571,1.650932,0.76958,-0.467912,1.232539,1
3.30228,-6.877937,0.67488,-0.544655,0.266504,-1.140729,0.131122,0.163115,-0.29713,0.375156,-0.074904,0.468387,-0.64548,-0.003429,-0.719383,-0.103942,-1.198074,0.020218,0.436296,-0.023985,-0.074332,-0.69029,-0.01381,0.55871,-0.277633,1
3.454801,-4.54262,0.025273,-0.519715,-0.351586,0.502399,-0.423759,-0.696968,2.697007,1.479839,-0.142715,-2.136858,0.379037,-0.047108,0.417774,-0.007525,0.443748,-0.91735,-0.682849,-0.725335,0.597787,-0.057809,-0.275122,0.117409,0.551278,1
2.599099,-8.246033,1.303854,-1.721051,0.777093,-0.989448,0.817983,1.896887,0.33571,0.194074,0.28085,0.845826,-0.608451,0.839464,-1.093378,-1.810314,-0.191806,-0.08051,0.099287,-0.249811,0.248861,-0.470167,0.06698,0.139493,-0.476346,1
3.013111,-5.275093,0.926979,-1.206238,0.529959,1.713897,-0.289799,-0.307744,4.379616,1.091393,0.07934,-0.538104,0.035852,-1.087213,2.330781,0.720704,1.333704,-0.486839,-1.248313,-0.4492,0.643127,-0.662173,-0.095591,-0.089259,-1.165264,1
1.590594,-7.786084,1.915649,-1.901182,0.716853,0.603323,1.561942,2.404795,3.306406,1.034037,-0.132769,1.350384,-0.569595,0.445393,-0.131629,-1.065499,0.053718,0.013794,-0.818873,-0.516532,-0.002737,-0.393093,-0.157448,0.175052,-0.353571,1
3.618347,-5.365304,0.834246,-0.848758,-0.690256,-2.232649,-0.07073,2.501751,-0.339932,-0.285254,0.559848,-0.809233,0.554713,0.006127,0.093541,-1.407411,-0.17954,0.07905,-0.09142,0.096172,-0.170017,-0.665727,-0.685618,-0.230209,0.086045,1
3.256693,-5.410768,-0.370285,-0.509591,-0.662941,0.167281,-0.587809,-0.208002,2.144303,0.152882,-0.182285,-2.640332,0.737637,-1.001726,-0.051172,-1.367391,-0.141286,-0.515327,-0.183147,-0.304088,0.36062,-0.016514,-0.374472,-0.604888,1.410964,1
2.609459,-7.199271,0.130267,-1.929134,-0.37699,-1.996925,0.781169,3.417582,0.184448,-1.259854,0.465559,-0.195429,0.222948,0.423721,-1.151278,-2.895621,0.576406,-0.104674,-0.618685,-0.168395,0.740549,-0.186499,-0.338154,-0.224028,-0.134676,1
4.393954,1.622476,-3.027125,0.211468,-0.754531,0.707225,-0.087236,1.157954,0.299246,-0.771512,0.196947,-0.970284,0.426669,-0.633846,0.79306,0.714447,0.191488,-0.373295,-0.1082,0.696353,0.507256,-0.00699,0.202525,0.454372,0.016465,1
4.856193,-2.477173,-0.750053,0.564684,-0.228658,1.825305,-0.643855,-0.204195,2.272446,0.433115,0.323393,-1.873339,0.418672,-0.75324,0.483282,-0.064988,1.278789,-0.140807,-0.279203,-0.738435,1.246498,0.229067,0.560054,0.063433,0.406719,1
3.809029,-1.757215,-2.177249,-0.869264,-0.756691,-0.455168,-0.717115,0.921057,1.528999,0.288947,1.281958,-2.336432,0.606384,-0.069311,1.086605,1.172943,1.009405,0.133549,-0.830967,0.578762,1.265385,0.223001,-0.139172,0.427875,-0.25977,1
4.060916,3.406254,-2.074734,-0.98243,-0.037528,-0.917491,-0.271106,0.237441,0.125867,1.390452,0.636617,0.298734,-0.808134,0.107823,-0.319464,0.106066,0.764888,0.37602,-0.214147,-1.249738,0.818978,0.014689,0.248673,-0.260323,0.243289,1
5.07039,-0.272174,-0.227522,-0.259403,-0.910455,-0.067042,-0.059212,-0.541464,1.771985,-0.727761,-0.205907,0.233323,0.554673,0.469163,0.930618,0.332627,0.963284,0.4451,-2.077952,-0.93776,-0.656241,0.026125,0.263594,-0.499929,-1.027075,1
3.422803,-5.712847,0.096939,-1.061063,-0.102652,0.429735,-0.340451,0.696565,3.285931,0.319609,0.616918,-0.896107,0.050748,-0.871887,1.233303,0.472323,0.066674,-0.772008,-1.085645,-0.565054,0.725375,-0.680405,-0.306992,0.24906,-0.737657,1
4.482766,2.381243,-2.497626,0.637403,-0.657431,0.656222,0.270964,0.729017,0.116409,-0.208658,-0.00085,0.051916,-0.111161,-0.330502,-0.266073,0.199592,-0.545051,0.092845,0.241705,0.378821,0.493916,0.347408,0.016083,0.13838,-0.123964,1
5.400468,-0.814768,-2.017512,0.379392,0.202893,1.979443,-0.443124,0.723664,1.213471,0.202555,0.501787,-1.089236,0.380051,-0.651265,1.302708,0.467338,2.163501,-0.156107,-0.114216,0.466621,0.668608,0.638304,0.698476,0.302805,0.111644,1
4.714128,-2.084407,-0.484167,-0.955396,0.72764,1.823658,-0.831047,0.443246,3.012138,1.036347,1.595119,-1.951586,0.102911,-0.134742,1.593297,1.196532,2.304864,1.57657,-0.49102,-0.154624,1.833891,0.043792,1.437786,0.099445,-0.369129,1
4.957935,0.870433,-2.401927,0.650709,-0.858481,1.219504,-0.468804,0.283624,0.920475,-1.500291,0.264423,-0.839785,0.574097,-0.787471,0.59753,0.095566,0.553938,0.005232,-0.133229,0.44149,0.670943,0.15724,-0.022789,-0.020378,-0.116893,1
5.256759,2.766672,-1.055157,0.722168,-0.43211,0.547405,0.079696,-0.123364,-0.476196,-0.378334,0.160373,0.099824,-0.068153,0.474218,-1.05938,-0.386377,0.49502,-0.024991,-0.270854,-0.904003,0.932478,-0.141524,-0.495353,0.202041,-0.660694,1
4.971933,1.581389,-1.79769,0.13512,0.03999,1.704978,-0.442124,-1.099873,0.400978,-2.501773,0.149306,0.67234,-0.220825,-0.304241,-0.403725,-0.396519,-0.221063,-0.12079,0.665624,0.42126,-0.40387,0.105874,-0.509407,-0.385966,0.035047,1
1.828795,4.007863,-3.173069,-0.729621,0.589143,-1.295553,-0.556284,1.115015,-1.136815,2.132644,-0.043267,-0.100358,-0.605279,-0.795254,0.42459,-0.473492,-0.977371,-0.528713,-0.268634,-0.903254,0.294812,-0.467498,0.091505,-0.273255,0.948314,1
1.602521,-6.948679,2.466524,0.199749,0.316669,-1.194848,-0.448591,0.592599,-1.888801,-1.434078,0.935849,1.316966,-0.299654,0.01806,-0.017946,0.657715,0.431551,0.227738,0.269423,-0.469398,-0.489722,-0.7525,-0.050184,0.290972,0.463925,1
3.6367,-2.48965,-0.454845,0.708143,-0.658701,-0.945581,-0.662302,-2.091977,-1.343966,-0.624694,-0.273566,-0.184085,0.123588,-0.003547,-0.164349,0.9084,-0.309077,0.034294,-0.180474,-0.507219,-1.020434,-0.140065,-0.073823,0.398634,-0.27726,1
2.713936,-4.714684,-0.303052,-0.261733,-0.916128,-1.821824,-0.321844,-0.282816,-1.145338,-1.203256,-0.06954,-0.895569,0.521336,0.025566,-0.501746,-0.468482,-0.379314,-0.181997,-0.401846,0.228206,-0.904047,0.790897,-0.157375,-0.31671,-0.202031,1
3.151236,-4.913425,0.959553,0.72621,-0.859618,-0.621419,-0.797369,-2.28353,-0.067913,-0.252608,-0.063063,-1.062564,-0.085456,-0.282541,-1.277288,0.2055,-0.213597,-0.039545,0.215546,0.062009,-0.544651,0.509487,0.165484,0.113831,0.116485,1
3.774854,-2.320122,0.591401,1.226097,-0.140686,-0.191535,-0.837801,-2.039612,-1.941631,-0.339988,-0.04844,-0.635105,0.315909,0.167157,-0.254381,1.250613,-0.141689,-0.264274,-0.48435,-1.048401,0.014793,-0.372979,-0.11074,0.190111,0.171231,1
3.793236,3.306396,5.560424,-1.172912,1.045207,0.43319,0.296258,-0.757382,-0.670733,0.819148,-0.43336,-0.125379,-0.905676,-0.772993,-1.787257,0.093722,0.574459,0.280459,-0.371604,0.251581,0.380417,-0.024763,-1.155405,0.559043,-0.116534,1
3.960809,-5.684082,1.843484,0.254869,-0.023631,-1.283076,-0.856205,0.157958,-1.325091,0.36194,0.753188,-0.793164,0.245676,-0.257431,0.112933,0.246211,-0.028625,0.455234,0.321049,0.222063,-1.129194,-0.534829,0.097722,-0.00108,-0.289728,1
4.491415,-1.857259,-0.248831,1.052777,0.001518,-0.191513,-0.522431,-1.439534,-1.880991,0.826318,-0.057717,-1.04454,0.346798,0.70168,-0.78524,0.502118,-0.051048,0.168455,-0.240133,-0.8058,-0.562272,-0.462767,0.155368,0.034092,-0.17288,1
4.091121,-1.894977,-0.590975,0.505706,-0.868078,-1.005211,-0.259805,-0.494239,-0.311104,1.639803,-0.27752,-1.904917,0.723936,1.012786,-0.26838,-0.19063,-0.215882,-0.381269,-0.89445,-0.839925,-0.255154,-0.294019,-0.216268,0.194965,0.363637,1
4.425749,-4.17432,1.25983,0.578192,-0.089449,0.601097,-0.734502,-1.192833,0.609537,1.31178,0.301501,-2.006921,0.065733,-0.231833,-0.763443,0.001025,0.710219,-0.059851,0.031927,-0.080515,-0.18419,0.471912,0.837224,0.3856,-0.160343,1
3.858924,-4.562481,0.222501,0.235103,0.042111,-1.970696,-0.60219,0.970782,-2.940529,-0.985867,0.530513,0.142159,-0.232209,-0.407517,-0.35704,-0.31151,-0.65618,0.430921,0.610433,0.572714,-0.38788,-2.157474,0.078712,1.000764,-1.27038,1
3.324676,-2.833698,0.939221,1.239618,-0.359677,-1.67039,-1.175373,-1.610977,-2.550376,0.284358,0.214496,-0.921407,0.401222,-0.161594,0.092069,0.983991,-0.596228,0.061295,-0.368193,-0.988815,-0.800745,-0.142971,-0.194147,-0.120411,-0.485719,1
2.876024,-5.439983,1.035291,0.449765,-0.71672,-2.438476,-0.979622,-0.662316,-1.665394,-0.287004,0.214838,-0.54901,-0.099045,-0.365945,-0.352241,0.105431,-1.119851,-0.143367,0.286394,0.568548,-0.07341,-0.749228,-0.404885,0.28048,-0.316912,1
4.733615,4.06709,7.360027,-1.467926,-0.476306,-0.626862,0.434766,-0.051488,0.524235,-1.721195,-0.351748,-0.351118,0.618717,0.317735,0.729096,-0.076781,-0.582155,-0.388332,-0.719103,0.527405,-0.314218,-0.23707,0.811107,-0.058833,0.06556,1
3.94835,4.446953,5.83248,-1.105673,0.702719,0.574041,0.531479,-0.325968,-0.392789,-0.161735,-0.406212,0.193407,-0.552745,-0.778542,-0.933364,0.13738,0.819309,0.211144,-1.238966,1.507959,0.646209,-0.146408,-0.381859,0.399028,-0.065332,1
4.0868,4.680241,5.477776,-1.331245,-0.095936,-0.646152,0.081337,0.446701,-0.080236,-0.237926,0.369204,-0.180732,-0.052818,-0.481071,0.138812,-0.1388,0.788041,0.031133,1.03612,-0.616759,-0.231367,0.156374,-0.874922,0.126526,-0.868096,1
4.202037,4.727735,6.823724,-1.118976,-0.523508,-1.756933,0.839525,0.821016,-0.297929,0.79421,-0.588188,-0.603847,0.6538,0.606178,1.038097,-0.077934,-0.41528,0.300943,1.730469,-0.395994,0.368672,0.306906,-0.232125,0.367638,0.091742,1
4.069769,3.619007,4.696606,-0.391852,-2.007902,-1.789811,0.997336,1.589626,1.284356,-0.075196,-0.494658,-0.615959,1.809399,1.631394,2.723578,0.292306,-0.373333,0.148352,2.146524,-1.976045,0.069569,0.452057,0.115073,-0.176689,-0.705714,1
3.675643,5.307917,6.195436,-1.793902,-0.21091,-1.86008,0.516154,0.950157,0.030391,1.163995,-0.375606,-0.3574,-0.127554,-0.499668,0.102827,-0.42636,0.855133,0.558493,0.42618,0.603761,0.065326,0.458221,-0.663311,-0.163572,0.321382,1
3.710461,4.017595,6.443431,-0.585752,-1.598943,-1.97042,0.924951,1.579941,0.672472,0.883414,-0.457444,-1.748422,1.874736,2.120011,2.453386,-0.726567,-1.916204,-1.037391,1.549251,-0.265891,0.730221,-0.014759,0.409177,0.046843,0.75973,1
4.472928,4.406024,5.671932,-0.336248,-1.258985,-0.932633,0.556593,1.581382,0.768212,-0.387011,0.238087,-0.594782,1.346396,0.96963,2.113184,0.08701,0.502169,0.065206,3.210221,-1.602076,0.247503,0.920089,-0.930934,-0.095797,-0.761854,1
4.249815,3.688525,5.516837,-0.871524,-1.194688,-1.850802,0.368808,0.996514,0.325699,0.464748,0.043584,-0.856536,0.771666,0.884466,0.868573,-0.059176,-1.086696,-0.224278,1.88334,-1.730078,-0.225607,0.120968,-0.066922,-0.192958,-0.020514,1
3.597431,4.463649,3.8648,0.143059,-1.182268,-0.732756,0.869564,1.784265,0.175129,0.550894,-0.07166,-0.311249,0.964519,0.549597,0.693431,0.038983,0.473736,1.034944,2.401814,-0.537209,-0.477795,0.582856,-1.700453,-0.296291,-0.907428,1
5.60223,4.06565,7.630614,-0.688759,-1.154543,-0.709566,0.665354,0.814447,0.686257,-2.017206,-0.180316,-0.92443,2.028784,1.85483,3.129938,0.136836,-1.387401,-0.737528,2.936874,-1.58355,0.081529,0.461081,0.940412,0.339698,-0.424564,1
3.467849,1.321661,-0.794218,-0.664853,-1.487719,-2.366058,-0.718367,0.191035,-0.591103,-0.114813,0.457245,-0.711404,-0.234348,-1.741625,-0.28214,0.437272,-0.21029,-0.100117,-0.40431,-1.079754,-0.570968,-0.498305,0.025953,-0.40557,-0.631735,1
5.118508,1.351881,5.533005,0.565984,-1.405637,-0.136077,0.389541,0.051749,0.538431,-1.786969,-0.198715,-0.739753,1.399381,0.727756,0.436401,0.49659,-2.020231,-0.111005,-2.796415,0.629803,-0.611024,-0.820819,1.673805,-0.629453,1.007953,1
4.599123,0.515896,-2.703413,-0.998231,0.220958,-0.056067,0.093727,0.570643,0.429339,0.462821,0.184247,0.968823,-0.793925,0.092326,0.663014,0.357964,1.047534,-0.363484,0.666162,1.016236,-0.45218,0.92614,0.18396,0.743128,0.392889,1
3.359462,2.650336,-2.380592,-0.61568,-0.366474,-1.749737,-0.2997,0.195084,-0.880579,1.400783,-0.13199,-0.044624,-0.471888,-0.508507,0.142353,-0.197114,0.224567,-0.121688,-0.494555,-1.479164,0.168068,-0.459457,0.466411,0.000559,0.104159,1
3.021962,2.776924,-2.518775,-0.050061,-0.705798,-1.244253,0.033802,0.905511,-0.693056,1.788315,-0.03774,-0.892354,0.206597,0.061506,0.066877,-0.077232,0.170771,-0.03581,-0.690734,-0.760064,0.314991,-0.491647,-0.294416,-0.418215,-0.10579,1
3.855224,-3.07503,-3.186595,-2.252394,0.03844,-1.863641,1.133936,5.028064,-1.532553,-2.837328,-0.140686,1.676992,-0.528685,-1.017584,0.079508,-1.468141,-0.754977,0.725335,1.400425,1.490279,0.676715,-2.491601,0.026561,1.287454,-0.082921,1
3.136911,-2.452173,-3.001404,-2.371728,-0.048849,-1.842507,0.938508,4.4915,-1.243755,-2.103895,0.265694,0.655687,-0.330179,-0.781998,-0.250051,-1.448613,-0.279613,-0.145466,0.878352,1.157491,1.299257,-0.831084,-0.360151,0.53306,0.73373,1
5.082142,-0.387734,-1.205067,-0.250283,-0.047002,0.604008,-0.738818,-0.663986,-0.243553,-2.391964,0.388955,0.117572,-0.265538,-1.134589,-0.097174,0.267514,0.287433,-0.631363,0.225897,0.352206,-0.364208,0.132998,-0.499144,0.44648,-0.322578,1
3.182632,0.268513,-3.005951,0.474525,-0.682077,-0.579384,0.455801,1.639189,0.056622,2.048602,0.020614,-0.136235,0.043179,0.246737,1.031348,0.786697,0.039927,-0.325331,-0.283954,1.062827,0.411038,0.397422,-0.032066,0.657718,-0.067693,1
5.188914,-1.839359,-1.925675,0.151776,0.140864,1.296768,-0.50729,-0.415702,-0.353989,-2.560262,0.02333,-0.090795,0.288646,-0.73607,0.384265,0.246431,0.011584,-0.069249,0.697813,1.008649,-0.699207,0.017748,-0.49831,0.371681,0.627984,1
2.003108,1.136404,-3.488008,-1.385714,1.131171,-0.979709,0.758505,2.213382,-0.112174,2.936798,0.144607,2.659298,-1.481703,-0.271302,1.763636,0.78125,-1.352206,-0.01505,-0.039009,0.571844,-1.670734,-0.99262,1.199425,0.488189,-0.481345,1
1.210682,2.626364,-3.696135,-2.351169,1.999469,-2.307962,-3.971382,3.313174,0.466175,1.417868,-0.903118,-0.006763,-0.649628,0.375779,-0.686781,1.976189,-0.357992,-2.489834,0.478242,0.681258,-0.643922,-2.358853,-0.005582,-0.791123,-0.463235,1
3.133491,1.064386,-3.337686,-0.76662,-0.204394,-1.508065,-0.181911,0.629658,-0.538077,1.629804,-0.13137,-0.031579,-0.525475,-0.0332,0.943221,-0.243833,0.397384,-0.379243,0.573187,0.717723,-0.079768,0.208543,0.458523,0.606594,0.13972,1
3.142332,-1.385384,-3.285815,-0.805459,0.792485,-0.633491,1.196261,3.13329,-0.09748,2.088924,0.268065,2.089161,-0.632085,1.377806,1.532138,0.558667,-0.057882,0.011502,-0.09962,1.660102,0.137963,-0.606012,0.082127,1.029914,-0.181838,1
3.22115,-0.866476,-3.566945,-1.703639,0.543714,0.245553,1.25693,2.933471,1.089545,0.150529,-0.032036,1.591691,-0.242854,0.467624,1.631871,-0.055963,-0.118217,-0.275039,-0.226473,1.267224,-0.14168,0.951569,-0.037252,-0.050253,0.911205,1
